"","1","2","3"
"1",0.895336146339417,0.019073985144732,0.0855898685158507
"2",0.901653895551093,0.0176980926528292,0.0806480117960776
"3",0.907997242132469,0.01634406475994,0.0756586931075912
"4",0.914354164614383,0.0150146671343839,0.0706311682512333
"5",0.920710312362178,0.0137129708348723,0.0655767168029496
"6",0.92704961450977,0.0124422079205321,0.0605081775696977
"7",0.933353257045657,0.0112059258856084,0.0554408170687343
"8",0.939599965682448,0.0100078978893629,0.0503921364281893
"9",0.945765926325949,0.00885209784629883,0.0453819758277521
"10",0.998959054336799,0.000128254429524083,0.000912691233676425
"11",0.995284327804172,0.00056032470172903,0.00415534749409893
"12",0.98854357342716,0.00131032008315523,0.0101461064896847
"13",0.978262788921749,0.00238825221681437,0.0193489588614368
"14",0.974292716358484,0.00386717759997309,0.0218401060415433
"15",0.979259642706814,0.00306517788289662,0.0176751794102895
"16",0.921506460246714,0.00753816274204294,0.0709553770112435
"17",0.988036618448293,0.00170378823186841,0.0102595933198381
"18",0.858111912732666,0.0122856511365269,0.129602436130807
"19",0.994844022252719,0.000706011874720094,0.00444996587256136
"20",0.997308298144728,0.000361079366216513,0.00233062248905535
"21",0.999030574698503,0.000127316320838687,0.000842108980658185
"22",0.999908321239351,1.17798270343144e-05,7.98989336143061e-05
"23",0.60976868961984,0.0243925478974408,0.365838762482719
"24",0.998689877552549,0.000160784837984704,0.00114933760946665
"25",0.996360023230152,0.00043607465851231,0.00320390211133529
"26",0.992709380440627,0.000851919340892984,0.00643870021848046
"27",0.987602351699314,0.00141178641648179,0.0109858618842045
"28",0.980897948105354,0.00211791895397327,0.0169841329406731
"29",0.972454368989313,0.00297073510889811,0.0245748959017893
"30",0.962129800938734,0.00396871331251035,0.033901485748756
"31",0.949787339516955,0.00510788318020364,0.0451047773028415
"32",0.935299996236068,0.00638138128544727,0.0583186224784846
"33",0.098673504934054,0.015876115138728,0.885450379927218
"34",0.0719226225813451,0.0129911642569887,0.915086213161666
"35",0.0501409958991858,0.0101405903392615,0.939718413761553
"36",0.0329491879951073,0.00744339143393289,0.95960742057096
"37",0.827498701919232,0.014295762385198,0.15820553569557
"38",0.010532833242767,0.00295042184619636,0.986516744911037
"39",0.00439283525471046,0.00136656833739896,0.994240596407891
"40",0.00103211096341431,0.000356033642400085,0.998611855394186
"41",1.38052916981169e-06,5.27347508719639e-07,0.999998092123321
"42",0.661511587089743,0.0226131808555356,0.315875232054721
"43",0.622906063303853,0.0239764035145029,0.353117533181645
"44",0.583171959566426,0.0251602483316346,0.39166779210194
"45",0.54267165598279,0.0261352774123483,0.431193066604862
"46",0.0178674333642579,0.0111907706706558,0.970941795965086
"47",0.460945656463794,0.0273625826179733,0.511691760918233
"48",0.420514587954271,0.0275802112344125,0.551905200811316
"49",0.380887579263428,0.0275220132284089,0.591590407508163
"50",0.342421868135196,0.027187483495284,0.630390648369521
"51",0.305439976024321,0.0265830632445058,0.667976960731173
"52",0.270220598921172,0.025721546712641,0.704057854366187
"53",0.236993778841553,0.0246216168681509,0.738384604290297
"54",0.205942507335149,0.0233073619181907,0.77075013074666
"55",0.17719321856868,0.0218066198619988,0.801000161569321
"56",0.0805469040273658,0.131954920945848,0.787498175026786
"57",0.0849650000598445,0.153442782506633,0.761592217433523
"58",0.0887495537839224,0.176809520775015,0.734440925441063
"59",0.0110418977052267,0.95580472224696,0.0331533800478129
"60",0.0692542915724391,0.012668563575726,0.918077144851835
"61",0.0545564732245825,0.0107619466952102,0.934681580080207
"62",0.0419442006295536,0.00891273574257405,0.949143063627872
"63",0.0313000489601946,0.00715717910689181,0.961542771932914
"64",0.096421093605961,0.354018069455213,0.549560836938826
"65",0.0153052112969958,0.00404163665462268,0.980653152048382
"66",0.00970044412932884,0.00274933539514727,0.987550220475524
"67",0.00550284608631996,0.00167267679562328,0.992824477118057
"68",0.00257884278065278,0.000840108026237479,0.99658104919311
"69",0.0834013125499316,0.534751485250574,0.381847202199495
"70",4.79298595174928e-05,1.79003464445349e-05,0.999934169794038
"71",0.000199389149571714,7.96633833990368e-05,0.999720947467029
"72",0.00115106531215607,0.000491742839268552,0.998357191848575
"73",0.00280219784375956,0.00127942653664517,0.995918375619595
