"","1","2","3"
"74",0.00505997431242289,0.00246807765189189,0.992471948035685
"75",0.00783827632638346,0.00408279510903488,0.988078928564582
"76",0.0110575899190671,0.00614855730836041,0.982793852772572
"77",0.0146450678890714,0.00869052116413683,0.976664410946792
"78",0.0185336323639092,0.0117337729013036,0.969732594734787
"79",0.0327223240035605,0.856507479902636,0.110770196093803
"80",0.0269755266129491,0.0194265055314671,0.953597967855584
"81",0.0364030401329843,0.888329552527563,0.0752674073394527
"82",0.0396817079532329,0.879167077348812,0.0811512146979551
"83",0.0405169048564434,0.0353567506933618,0.924126344450195
"84",0.0450879020247551,0.0419396287848145,0.91297246919043
"85",0.00980311202313379,0.961013780472017,0.0291831075048488
"86",0.00729970281540895,0.971373691961437,0.021326605223154
"87",0.00518558894743248,0.979936367688753,0.0148780433638141
"88",0.00345307960637743,0.986811544720361,0.00973537567326178
"89",0.00209076848680432,0.99211355243151,0.00579567908168575
"90",0.0706705875113792,0.0964507851670611,0.83287862732156
"91",0.000414573853234015,0.998472630854838,0.00111279529192828
"92",0.0778389045334221,0.120827430692702,0.801333664773876
"93",0.0810732968413714,0.134260158881008,0.78466654427762
"94",0.0840351691650761,0.148501210426955,0.767463620407969
"95",0.000733751623254682,0.997408744678255,0.00185750369848993
"96",0.00146039712187177,0.994892351668971,0.00364725120915754
"97",0.0024052884307726,0.991666162012295,0.00592854955693216
"98",0.00354900830302545,0.987814456693662,0.00863653500331217
"99",0.00487294823132071,0.983415001843492,0.0117120499251871
"100",0.00635954476541078,0.978538729355724,0.0151017258788656
